city,state,state_code,slug,commissionerate,zone,local_areas,key_industries,intro_note,nearby_cities,company_note,gst_note
Aizawl,Mizoram,IN-MZ,aizawl,"CGST Commissionerate, Shillong",Shillong Zone,Ramhlun Road|Bawngkawn|Dawrpui|Laipuitlang Industrial Area|Chawnpui,"Government and administration|Handloom and handicrafts (Mizo shawls)|Bamboo products|Tourism|Horticulture (ginger, turmeric)","Mizoram's capital perched on steep hillsides — Aizawl is the commercial and administrative hub of Northeast India's most literate state, known for vibrant Mizo culture, handloom weaving, and eco-tourism.",Silchar|Lunglei|Champhai|Kolasib,"Aizawl (ROC Guwahati) sees incorporation in government contractors, handloom businesses, bamboo product exporters, and horticulture companies.",Aizawl's handloom businesses may qualify for specific GST exemptions. Bamboo product exporters need LUT filing. Horticulture businesses dealing in ginger and turmeric apply agricultural exemption rules.
Dimapur,Nagaland,IN-NL,dimapur,"CGST Commissionerate, Shillong",Shillong Zone,Industrial Estate Dimapur|Hong Kong Market|Sovima|Chumukedima|Padumpukhuri,Trading and commerce (gateway to Nagaland)|Government services|Agro-processing|Tourism|Bamboo and cane products,"Nagaland's commercial capital and railway gateway — Dimapur is the only city in Nagaland connected by rail, the major commercial and trading hub for the entire state, and gateway to the Hornbill Festival.",Kohima|Imphal|Jorhat|Mokukchung,"Dimapur (ROC Guwahati) sees incorporation in trading businesses, agro-processing firms, government contractors, and tourism companies.",Dimapur's trading businesses need careful inter-state GST compliance as the gateway for goods entering Nagaland. Agricultural commodity traders apply exemption rules. Tourism businesses near Hornbill Festival venues need hospitality GST compliance.
Gangtok,Sikkim,IN-SK,gangtok,"CGST Commissionerate, Siliguri",Kolkata Zone,MG Marg|Tadong Industrial Area|Deorali|Ranipool|NH-10 Corridor,"Tourism and hospitality (Kanchenjunga, monasteries)|Pharmaceuticals (Sikkim pharma cluster)|Cardamom and large cardamom (world's largest producer)|Hydro power|Organic farming","The capital of the world's most organic state — Gangtok is a premier Himalayan tourism destination, home to India's fastest-growing pharmaceutical cluster, and the centre of the world's largest large cardamom growing region.",Siliguri|Namchi|Jorethang|Kalimpong,"Gangtok (ROC West Bengal) sees incorporation in pharmaceutical manufacturers, tourism businesses, cardamom exporters, and hydro power ancillary companies.",Gangtok's pharmaceutical companies in Sikkim's industrial zone have specific state industrial incentive GST compliance. Cardamom exporters need LUT filing. Tourism businesses require hotel and service GST compliance.
Itanagar,Arunachal Pradesh,IN-AR,itanagar,"CGST Commissionerate, Shillong",Shillong Zone,Naharlagun Industrial Area|Nirjuli|Gohpur Road|Bank Tinali|Papu Nallah,"Government and administration|Hydro power (India's largest hydro potential)|Timber and bamboo|Tourism (tribal culture, biodiversity)|Horticulture (kiwi, apple)","Arunachal Pradesh's capital and gateway to India's biodiversity hotspot — Itanagar is the administrative hub of India's largest northeastern state, home to rich tribal cultures and Asia's largest hydro power potential.",Naharlagun|Guwahati|Tezpur|Ziro,"Itanagar (ROC Guwahati) sees incorporation in hydro power ancillary companies, government contractors, timber businesses, and tourism companies.",Itanagar's hydro power contractors deal with large infrastructure project GST compliance. Timber businesses apply forest produce GST rules. Tourism operators need hospitality sector GST compliance.
Mau,Uttar Pradesh,IN-UP,mau,"CGST Commissionerate, Varanasi",Lucknow Zone,Power Loom Area|Madhuban Road|Dobhi Industrial Area|Ghosi Road|Civil Lines,Powerloom weaving (India's largest powerloom hub)|Saree manufacturing|Sugar mills|Chemical dyeing|Agro-processing,"The Powerloom Capital of India — Mau is India's largest powerloom city, producing millions of metres of synthetic fabric and sarees annually for domestic and export markets.",Varanasi|Azamgarh|Ghazipur|Ballia,"Mau (ROC Kanpur) sees incorporation in powerloom manufacturers, saree exporters, chemical dyeing units, and sugar mills.",Mau's powerloom industry requires careful GST classification on synthetic fabric versus blended fabric. Saree exporters need LUT filing. Dyeing units deal with service and chemical goods GST.
Rampur,Uttar Pradesh,IN-UP,rampur,"CGST Commissionerate, Moradabad",Meerut Zone,UPSIDC Industrial Area|Milak Road|Civil Lines|Azim Khan Road|Sugar Mill Area Behjam,Steel furniture and utensils|Sugar mills|Rampuri knife (GI tag)|Embroidery and textiles|Agro-processing,"Rampur is known for its traditional Rampuri knives with GI tag, a major steel furniture manufacturing hub, and home to the historic Raza Library with rare Mughal manuscripts.",Moradabad|Bareilly|Sambhal|Amroha,"Rampur (ROC Kanpur) sees incorporation in steel furniture manufacturers, knife makers, sugar mills, and embroidery businesses.",Rampur's steel furniture manufacturers need careful ITC management on metal inputs. Rampuri knife exporters require LUT filing as handicraft exports. Sugar mills apply specific agricultural input and processed sugar GST rules.
Etawah,Uttar Pradesh,IN-UP,etawah,"CGST Commissionerate, Agra",Delhi Zone,UPSIDC Industrial Area|Chakarnagar|Civil Lines|Saifai Medical University Area|Jaswantnagar,"Agriculture (wheat, mustard)|Mustard oil processing|Sugar mills|Government (Saifai Medical University — SP family base)|Real estate","Western UP's agricultural and political hub — Etawah district is a major mustard and wheat producing area, home to the prestigious Saifai Medical University, and the ancestral base of the Yadav political family.",Agra|Kanpur|Mainpuri|Auraiya,"Etawah (ROC Delhi) sees incorporation in mustard oil mills, sugar manufacturers, agro-trading businesses, and medical institution ancillaries.",Etawah's mustard oil mills deal with agricultural input exemptions versus processed oil GST. Sugar mills apply specific agricultural-to-processed product GST compliance.
Bhilwara,Rajasthan,IN-RJ,bhilwara,"CGST Commissionerate, Ajmer",Jaipur Zone,RIICO Industrial Area Bhilwara|Textile City|Banswara Road|Gandhi Nagar|Hamirgarh Textile Hub,Synthetic textiles (India's textile city — largest synthetics hub)|Wool and acrylic yarn|Cotton yarn|Zinc smelting (Hindustan Zinc proximity)|Marble and stone,"Rajasthan's textile capital — Bhilwara is India's largest synthetic textile manufacturing city, producing a vast range of grey fabrics, dyed fabrics, and synthetic yarns for domestic and export markets.",Ajmer|Kota|Udaipur|Chittorgarh,"Bhilwara (ROC Rajasthan) sees the highest incorporation of textile manufacturers in Rajasthan — synthetic fabric mills, yarn spinners, and dyeing units dominate.",Bhilwara's textile manufacturers require careful HSN classification on different synthetic fabric categories. Export houses need LUT filing. Dyeing units deal with composite goods and services GST.
Sikar,Rajasthan,IN-RJ,sikar,"CGST Commissionerate, Jaipur (II)",Jaipur Zone,RIICO Industrial Area Sikar|Fatehpur Road|Sri Madhopur Industrial Area|Station Road|Laxmangarh,"Brass and copper metalwork (Sikar metal art)|Merchant banking (historically prominent trading families)|Cotton and synthetic textiles|Agriculture (mustard, wheat)|Education (coaching hub of Shekhawati)","The heart of Rajasthan's Shekhawati region and a major education hub — Sikar is famous for its rich merchant heritage, brass metal artwork, coaching institutes, and is the gateway to the painted havelis of Shekhawati.",Jaipur|Jhunjhunu|Churu|Fatehpur,"Sikar (ROC Rajasthan) sees incorporation in coaching institutes, metal craft exporters, textile businesses, and agricultural trading firms.",Sikar's coaching institutes for competitive exams attract 18% GST. Metal craft exporters need LUT filing. Textile businesses apply different GST rates on cotton versus synthetic fabrics.
Kurnool,Andhra Pradesh,IN-AP,kurnool,"CGST Commissionerate, Kurnool",Hyderabad Zone,APIIC Industrial Area|Nandyal Road|Bellary Road|Old Town|Atmakur Road,"Cotton and textiles|Cement manufacturing|Agriculture (paddy, cotton, groundnut)|Wholesale trading|Tourism (Srisailam proximity)","Rayalaseema's commercial capital — Kurnool is the largest city in Andhra Pradesh's Rayalaseema region, a major cotton and cement hub, and gateway to the Srisailam dam and Nagarjunasagar.",Nandyal|Proddatur|Kadapa|Anantapur,"Kurnool (ROC AP, Hyderabad) sees incorporation in cotton traders, cement plant vendors, agricultural businesses, and tourism companies.",Kurnool's cotton trading involves agricultural exemption documentation. Cement businesses deal with 28% GST. Wholesale traders need careful intrastate and interstate GST compliance.
Nellore,Andhra Pradesh,IN-AP,nellore,"CGST Commissionerate, Visakhapatnam",Hyderabad Zone,Krishnapatnam Port Area|Nellore Industrial Area|Kavali|Sullurpeta SHAR Area|Bogole,Aquaculture and shrimp (India's largest)|Krishnapatnam Port logistics|Granite|SHAR (Satish Dhawan Space Centre)|Mica mining,India's shrimp capital and home to India's primary satellite launch centre — Nellore produces over 30% of India's farmed shrimp and is adjacent to ISRO's Satish Dhawan Space Centre at Sriharikota.,Tirupati|Ongole|Gudur|Kavali,"Nellore (ROC AP, Hyderabad) sees incorporation in aquaculture companies, seafood exporters, port logistics firms, and ISRO ancillary businesses.",Nellore's shrimp exporters require LUT filing and IGST refund management. Port logistics companies apply specific GST on freight and handling. ISRO ancillaries deal with government procurement GST rules.
Kadapa,Andhra Pradesh,IN-AP,kadapa,"CGST Commissionerate, Kurnool",Hyderabad Zone,APIIC Industrial Area Kadapa|Cuddapah Slate Area|Proddatur Road|YSR Kadapa Airport Area|Pulivendula,Cuddapah slate and limestone quarrying|Cement manufacturing|Cotton and agro-processing|Barytes mining (India's largest)|Government services,"Rayalaseema's slate and barytes capital — Kadapa is the world's largest source of Cuddapah slate, India's largest barytes producer, and a major cement and agro-processing hub in southern AP.",Kurnool|Tirupati|Nellore|Anantapur,"Kadapa (ROC AP, Hyderabad) sees incorporation in mining companies, cement plant vendors, quarry businesses, and cotton traders.",Kadapa's slate and barytes mining involves mineral royalty reverse charge and extraction GST. Cement companies deal with 28% GST. Cotton and agro-traders apply agricultural exemption rules carefully.
Bharuch,Gujarat,IN-GJ,bharuch,"CGST Commissionerate, Vadodara",Ahmedabad Zone,Ankleshwar GIDC (Asia's largest chemical zone)|Dahej Port and SEZ|Panoli Chemical Area|Bharuch City|Amod,Chemical and petrochemical manufacturing (Ankleshwar — Asia's largest chemical cluster)|Dahej port and SEZ|Pharmaceuticals|Textiles|Agrochemicals,"Gujarat's chemical capital — Bharuch houses Ankleshwar, Asia's largest chemical industrial cluster, and Dahej, one of India's most important ports and petrochemical SEZ.",Surat|Vadodara|Ankleshwar|Anand,"Bharuch (ROC Gujarat) sees the highest chemical company incorporation density in India — chemical manufacturers, pharma companies, and Dahej SEZ units are primary registrants.",Bharuch's chemical companies deal with complex ITC chains on chemical inputs. Dahej SEZ units operate under zero-rated GST for exports. Pharma companies need careful drug GST classification.
Vapi,Gujarat,IN-GJ,vapi,"CGST Commissionerate, Surat",Surat Zone,GIDC Vapi (India's largest GIDC)|Umbergaon Industrial Area|Silvassa Road|Bhilad|Daman Road Corridor,Chemical and dye manufacturing|Pharmaceuticals|Plastics and polymers|Textile processing|Electronics,"South Gujarat's industrial powerhouse — Vapi houses India's largest GIDC with over 2,000 industrial units producing chemicals, pharmaceuticals, plastics, and dyes in a sprawling industrial estate.",Surat|Silvassa|Daman|Navsari,"Vapi (ROC Gujarat) sees very high company incorporation in chemical manufacturers, pharmaceutical companies, plastics firms, and textile processing units.",Vapi's chemical manufacturers need careful ITC management on industrial chemical inputs. Pharmaceutical companies require drug classification GST compliance. Plastics businesses need HSN classification on different polymer types.
Mehsana,Gujarat,IN-GJ,mehsana,"CGST Commissionerate, Ahmedabad (North)",Ahmedabad Zone,GIDC Mehsana|ONGC-GSPC Gas Field Area|Visnagar Road|Dairy Road (DUDHSAGAR)|Kheralu,"Dairy cooperative (Dudhsagar Dairy — GCMMF)|Natural gas (ONGC, GSPC)|Pharmaceutical manufacturing|Tobacco and spices|Engineering","North Gujarat's dairy hub — Mehsana is home to the Dudhsagar Dairy cooperative (GCMMF/Amul), a major natural gas producing district, and a growing pharmaceutical manufacturing belt.",Gandhinagar|Ahmedabad|Patan|Patan (North Gujarat),"Mehsana (ROC Gujarat) sees incorporation in dairy businesses, gas sector ancillaries, pharmaceutical companies, and engineering firms.",Mehsana's dairy cooperative sector has specific GST provisions on milk and milk products. Natural gas companies deal with upstream petroleum GST. Pharma companies require careful drug classification.
Akola,Maharashtra,IN-MH,akola,"CGST Commissionerate, Nagpur",Nagpur Zone,MIDC Akola|Cotton Market Area|Murtizapur Road|Civil Lines|Balapur,"Cotton trading (Vidarbha cotton hub)|Oil seeds processing (soybean, sunflower)|Handloom weaving|Agricultural trading|Agro-processing","Vidarbha's cotton and oilseed capital — Akola is a major cotton and oilseed trading hub, home to significant handloom clusters, and the commercial centre of North Vidarbha.",Amravati|Washim|Yavatmal|Buldhana,"Akola (ROC Maharashtra) sees incorporation in cotton traders, oilseed processors, handloom businesses, and agro-trading firms.",Akola's cotton and oilseed trading involves careful agricultural exemption documentation. Oilseed processors deal with raw seed exemption versus processed oil GST. Handloom businesses may qualify for specific GST exemptions.
Tumkur,Karnataka,IN-KA,tumkur,"CGST Commissionerate, Bangalore (North)",Bangalore Zone,KIADB Industrial Area Tumkur|Vasanthanarasapura Industrial Area|NH-4 Corridor|Tiptur Road|Sira Road,Automobile components (Bangalore aerospace corridor)|Coconut and coconut products (coconut capital of India)|Silk weaving|Electronics|Food processing,"Karnataka's coconut capital and Bangalore's industrial satellite — Tumkur is India's largest coconut producing district, home to major auto component manufacturers, and a growing electronics industrial hub.",Bangalore|Hassan|Chitradurga|Davangere,"Tumkur (ROC Karnataka) sees incorporation in auto component suppliers, coconut product manufacturers, food processing companies, and electronics firms.",Tumkur's coconut product businesses deal with raw coconut (exempt) to processed coconut oil and products GST transitions. Auto component manufacturers have complex multi-tier ITC chains.
Thanjavur,Tamil Nadu,IN-TN,thanjavur,"CGST Commissionerate, Madurai",Madurai Zone,Thanjavur Industrial Estate|Grand Anicut Area|Medical College Road|Sathy Road|Kumbakonam Road,"Rice cultivation (Rice Bowl of Tamil Nadu)|Thanjavur painting and bronze casting (GI tag)|Music instruments (veena, nattuvaangam)|Tourism (Brihadeeswarar Temple — UNESCO)|Education","Tamil Nadu's rice bowl and cultural capital — Thanjavur is home to the UNESCO World Heritage Brihadeeswarar Temple, world-famous GI-tagged Thanjavur paintings, and India's finest bronze casting tradition.",Tiruchirappalli|Kumbakonam|Nagapattinam|Pudukkottai,"Thanjavur (ROC Tamil Nadu) sees incorporation in rice traders, art and handicraft exporters, tourism businesses, and educational institutions.",Thanjavur's rice trading businesses apply agricultural exemption rules on paddy and processed rice. Handicraft and art exporters need LUT filing for GI-tagged product exports. Tourism businesses require hotel GST compliance.
Thoothukudi,Tamil Nadu,IN-TN,thoothukudi,"CGST Commissionerate, Madurai",Madurai Zone,Tuticorin Port Area|SPIC Industrial Area|VOC Port|Thermal Power Area|Ettayapuram,Port and shipping (VOC Port — India's third largest)|Chemical manufacturing (SPIC)|Thermal power|Salt production (India's largest)|Seafood exports,"Tamil Nadu's port city and salt capital — Thoothukudi (Tuticorin) houses VOC Port, India's third-largest container port, the country's largest salt production centre, and major chemical and thermal power plants.",Madurai|Tirunelveli|Virudhunagar|Kovilpatti,"Thoothukudi (ROC Tamil Nadu) sees incorporation in port logistics companies, chemical manufacturers, salt producers, and seafood exporters.",Thoothukudi's port logistics companies deal with GST-customs interface on imports and exports. Chemical manufacturers need ITC management. Salt (sodium chloride) has specific GST rate provisions. Seafood exporters require LUT filing.
Lakhimpur Kheri,Uttar Pradesh,IN-UP,lakhimpur-kheri,"CGST Commissionerate, Lucknow",Lucknow Zone,Pallia Sugar Mill Area|Gola Industrial Area|Nighasan|Philibit Road|NH-730 Corridor,Sugar manufacturing (India's largest sugar producing district)|Jaggery (gur) production|Timber and plywood|Agro-processing|Wildlife tourism (Dudhwa National Park),"India's largest sugar producing district — Lakhimpur Kheri has the highest number of sugar mills in India, producing a massive share of UP's sugar output, and is home to the Dudhwa National Park.",Lucknow|Pilibhit|Shahjahanpur|Sitapur,"Lakhimpur Kheri (ROC Kanpur) sees incorporation in sugar mills, jaggery manufacturers, timber traders, and tourism businesses near Dudhwa.","Lakhimpur Kheri's sugar mills have specific GST provisions on sugarcane (reverse charge in some cases), sugar output, and by-products like molasses and bagasse. Timber businesses apply forest produce GST rules."
Unnao,Uttar Pradesh,IN-UP,unnao,"CGST Commissionerate, Lucknow",Lucknow Zone,Leather Industrial Area Unnao|Auras Road|UPSIDC Unnao|Shuklaganj|Nawabganj,Leather tanning (India's largest tannery cluster)|Leather goods manufacturing|Chemical industries|Agro-processing|Real estate (Lucknow proximity),"India's leather tanning capital — Unnao is home to India's largest cluster of leather tanneries, processing hides and skins for domestic and export markets, situated on the outskirts of Lucknow.",Lucknow|Kanpur|Raebareli|Fatehpur,"Unnao (ROC Kanpur) sees incorporation in leather tanneries, leather goods manufacturers, chemical companies, and real estate developers.",Unnao's leather tanning industry requires careful GST rate application — raw hides are exempt but processed leather attracts 5-18% depending on the type. Chemical inputs for tanning need ITC management.
Ganganagar,Rajasthan,IN-RJ,ganganagar,"CGST Commissionerate, Bikaner",Jaipur Zone,Industrial Area Sri Ganganagar|Sugar Mill Area|RIICO Industrial Area|Padampur Road|Hanumangarh Road,"Sugar manufacturing|Cotton and agro-processing|Food processing|Border trade (Pakistan proximity)|Agriculture (wheat, mustard, citrus fruits)","Rajasthan's agricultural heartland and northernmost city — Sri Ganganagar is a major sugar and cotton producing hub, known for its fertile irrigated plains from the Indira Gandhi Canal, and India's largest citrus fruit market.",Hanumangarh|Bikaner|Anupgarh|Abohar (Punjab),"Sri Ganganagar (ROC Rajasthan) sees incorporation in sugar mills, cotton processing businesses, food processing companies, and agro-trading firms.",Sri Ganganagar's sugar mills have specific GST provisions on sugarcane and sugar by-products. Cotton traders apply agricultural exemption rules. Citrus fruit exporters need LUT filing and export documentation.
Barmer,Rajasthan,IN-RJ,barmer,"CGST Commissionerate, Jodhpur",Jaipur Zone,Barmer Refinery Area (HPCL-Rajasthan Refinery)|Sindhari Industrial Area|Balotara Textile Hub|RIICO Barmer|Gudamalani,Petroleum (Rajasthan's oil fields — Cairn India)|Textile dyeing and printing (Balotara — Asia's largest)|Renewable energy (Thar Desert solar and wind)|Handicrafts (Barmer embroidery)|Agro-processing,"Rajasthan's oil and textile city — Barmer is home to the Rajasthan oil fields operated by Cairn India, Balotara which is Asia's largest textile dyeing and printing hub, and massive Thar Desert renewable energy projects.",Jodhpur|Jaisalmer|Pali|Jalore,"Barmer (ROC Rajasthan) sees incorporation in petroleum ancillary companies, textile dyeing units, renewable energy businesses, and handicraft exporters.",Barmer's petroleum companies deal with upstream oil GST provisions. Textile dyeing units apply GST on dyeing services and finished fabrics. Renewable energy companies have specific solar and wind equipment GST provisions.
Surendranagar,Gujarat,IN-GJ,surendranagar,"CGST Commissionerate, Ahmedabad (North)",Ahmedabad Zone,Wadhwan City|Limbdi Road Industrial Area|GIDC Surendranagar|Cotton Market|Chotila Road,Cotton trading (Saurashtra's cotton hub)|Salt production (Rann of Kutch proximity)|Textile processing|Agro-processing|Groundnut and oilseeds,"Saurashtra's cotton and salt hub — Surendranagar is a major cotton trading centre, home to large salt production from the Rann of Kutch, and a significant oilseed and textile processing district.",Ahmedabad|Rajkot|Bhavnagar|Morbi,"Surendranagar (ROC Gujarat) sees incorporation in cotton trading businesses, salt producers, textile processors, and oilseed companies.",Surendranagar's cotton trading involves agricultural exemption documentation. Salt production has specific GST provisions. Oilseed processors manage raw seed exemption versus processed oil GST.
Gandhidham,Gujarat,IN-GJ,gandhidham,"CGST Commissionerate, Kutch",Rajkot Zone,Kandla Port (Deendayal Port)|Adani Mundra Port Area|GIDC Kutch|Adipur|NH-8A Corridor,Kandla Port (India's largest port by cargo volume)|Mundra Port (Adani — India's largest private port)|Chemical and petrochemical (Kutch industrial belt)|Salt production (world's largest salt desert proximity)|Textiles and garments (Kutch craft exports),"The twin port city of Kutch — Gandhidham and adjacent Adipur house Kandla (Deendayal Port), India's largest port by cargo volume, and Mundra (Adani), India's largest private port.",Bhuj|Anjar|Adipur|Mandvi,"Gandhidham (ROC Gujarat) sees incorporation in port logistics companies, chemical manufacturers, salt producers, and Kutch textile exporters.",Gandhidham's port logistics companies deal with the GST-customs interface on imports. Chemical manufacturers need ITC management. Salt producers have specific GST provisions. Kutch textile exporters need LUT filing.
Bhuj,Gujarat,IN-GJ,bhuj,"CGST Commissionerate, Kutch",Rajkot Zone,Kutch District HQ|Bhuj-Bhachau Highway|GIDC Bhuj|New Area|Scrap Yard Area (ship recycling),"Kutch handicrafts (world-famous embroidery, weaving)|Salt production|Rann of Kutch tourism|Dairy and agro-processing|Renewable energy (Kutch solar and wind)","The cultural capital of Kutch — Bhuj is world-famous for the Rann of Kutch festival, intricate Kutchi embroidery and Ajrakh block printing, the White Rann salt desert, and massive Kutch renewable energy projects.",Gandhidham|Anjar|Mandvi|Rapar,"Bhuj (ROC Gujarat) sees incorporation in handicraft exporters, tourism businesses, salt producers, and renewable energy companies.",Bhuj's handicraft exporters need LUT filing for traditional art and craft exports. Tourism businesses during Rann Utsav require hotel and service GST compliance. Renewable energy companies have specific equipment GST provisions.
Anantapur,Andhra Pradesh,IN-AP,anantapur,"CGST Commissionerate, Kurnool",Hyderabad Zone,APIIC Industrial Area|Tadipatri Road|Hindupur Road|Dharmavaram|Penukonda,Groundnut and oilseeds (largest groundnut district in India)|Cement manufacturing|Solar energy (AP Solar Park — world's largest)|Textile weaving (Dharmavaram silk)|Agro-processing,"Andhra Pradesh's groundnut capital and solar energy hub — Anantapur is India's largest groundnut producing district, home to the world's largest solar park at Kurnool-Anantapur, and Dharmavaram silk weaving.",Kurnool|Kadapa|Bellary|Hindupur,"Anantapur (ROC AP, Hyderabad) sees incorporation in groundnut oil mills, solar energy ancillaries, textile businesses, and cement plant vendors.",Anantapur's groundnut oil mills deal with agricultural input exemptions versus processed oil GST. Solar energy companies have specific renewable energy equipment GST. Silk weavers need fabric GST classification.
Purnia,Bihar,IN-BR,purnia,"CGST Commissionerate, Patna",Patna Zone,Industrial Area Purnia|NH-31 Corridor|Bhatta Bazar|Kosi River Flood Plain|Nepal Border Trade Area,Jute processing (Kosi belt jute)|Maize and agro-processing|Sugar mills|Border trade (Nepal)|Bamboo products,"Northeast Bihar's commercial hub and gateway to Nepal — Purnia is a major jute and maize processing centre, key border trade point with Nepal, and the commercial hub for Bihar's Kosi-Seemanchal region.",Bhagalpur|Katihar|Kishanganj|Supaul,"Purnia (ROC Bihar) sees incorporation in jute processors, maize mills, border trade businesses, and agro-processing firms.",Purnia's jute processing industry has specific agricultural produce GST boundaries. Maize processors manage raw grain exemptions versus processed food GST. Border trade companies need export documentation and LUT compliance.
Dewas,Madhya Pradesh,IN-MP,dewas,"CGST Commissionerate, Indore",Bhopal Zone,Industrial Area Dewas|Sector A-B-C AKVN|Pithampur Road|Maksi Road Industrial Area|Dewas Naka,Pharmaceutical manufacturing (Dewas-Indore pharma belt)|Auto components|Electronic goods|Textiles|Agro-processing,"Madhya Pradesh's pharmaceutical and industrial satellite — Dewas is part of the Indore-Pithampur-Dewas industrial triangle, home to major pharmaceutical plants, auto component manufacturers, and electronics companies.",Indore|Ujjain|Shajapur|Sehore,"Dewas (ROC Gwalior) sees incorporation in pharmaceutical manufacturers, auto component suppliers, and electronic goods companies in proximity to Indore's industrial belt.",Dewas's pharmaceutical companies need careful drug GST classification. Auto component manufacturers have multi-tier supply chain ITC compliance. Electronics businesses need HSN classification on different product categories.
Ratlam,Madhya Pradesh,IN-MP,ratlam,"CGST Commissionerate, Indore",Bhopal Zone,AKVN Industrial Area Ratlam|Chemical Industrial Zone|Railway Junction Area|Sailana Road|Bavadi,"Chemical manufacturing (soda ash, dyes, pigments)|Pharmaceutical intermediates|Sev (Ratlami sev — GI tag snack)|Agriculture (garlic, wheat)|Railway junction (large goods transit)","MP's chemical city — Ratlam is a major chemical manufacturing hub producing soda ash, dyes, and pigments, world-famous for the GI-tagged Ratlami sev snack, and an important railway junction in Central India.",Indore|Ujjain|Mandsaur|Neemuch,"Ratlam (ROC Gwalior) sees incorporation in chemical manufacturers, pharma intermediate companies, food processing businesses, and railway ancillary firms.",Ratlam's chemical manufacturers need careful ITC management on chemical inputs. Ratlami sev food processors apply branded versus unbranded snack GST classification. Pharma intermediate companies require drug GST compliance.
Khammam,Telangana,IN-TG,khammam,"CGST Commissionerate, Hyderabad (II)",Hyderabad Zone,TSIIC Industrial Area|Kothagudem Coal Mines Area|Bhadrachalam Forest Area|Wyra Road|Madhira,Coal mining (Singareni Collieries)|Tobacco (India's largest tobacco producing region)|Paper mills (Sirpur Paper)|Bamboo and forest products|Agro-processing,"Telangana's coal and tobacco capital — Khammam district contains the Singareni Collieries' major coal mines, India's largest tobacco producing region, and the sacred Bhadrachalam on the Godavari.",Hyderabad|Warangal|Vijayawada|Bhadrachalam,"Khammam (ROC Telangana) sees incorporation in coal companies, tobacco processors, paper manufacturers, and agro-processing businesses.",Khammam's coal mining companies deal with royalty reverse charge and coal extraction GST. Tobacco processors have specific GST and cess compliance requirements. Paper manufacturers need ITC management on bamboo and forest produce inputs.
Krishnanagar,West Bengal,IN-WB,krishnanagar,"CGST Commissionerate, Kolkata (North)",Kolkata Zone,Industrial Area Krishnanagar|Nabadwip (Cultural city)|Shantipur Handloom Hub|Plassey Road|Bethuadahari,Handloom weaving (Shantipur and Fulia sarees — GI tag)|Pottery and clay dolls (Krishnanagar — world-famous)|Tourism (Nabadwip — spiritual capital)|Rice and agro-processing|Silk weaving,"The cultural heart of Nadia district — Krishnanagar is world-famous for its exquisitely crafted clay dolls and pottery, nearby Shantipur produces GI-tagged handloom sarees, and Nabadwip is a major Vaishnava pilgrimage site.",Kolkata|Berhampore|Barasat|Naihati,"Krishnanagar (ROC West Bengal) sees incorporation in handloom manufacturers, handicraft exporters, rice mills, and tourism businesses.",Krishnanagar's handloom sarees may qualify for specific GST exemptions under the handloom sector. Handicraft exporters need LUT filing. Rice mills must distinguish between paddy and processed rice for GST classification.
Dharamsala,Himachal Pradesh,IN-HP,dharamsala,"CGST Commissionerate, Shimla",Chandigarh Zone,McLeod Ganj (Dalai Lama's seat)|Lower Dharamsala|Kangra Road|Palampur Tea Belt (nearby)|Norbulingka Institute,"Tourism and hospitality (Tibetan culture, Dalai Lama HQ)|Cricket (HPCA Stadium)|IT and education|Tea cultivation (Kangra tea — GI tag)|Handicrafts (Tibetan arts)","The home of the Dalai Lama and Little Lhasa — Dharamsala is a world-famous spiritual and tourism destination, home to the Tibetan Government in Exile, and the gateway to Kangra valley's GI-tagged tea.",Palampur|Kangra|Una|Chamba,"Dharamsala (ROC Himachal Pradesh) sees incorporation in tourism and hospitality businesses, tea traders, Tibetan handicraft exporters, and IT companies.",Dharamsala's tourism businesses require hotel and restaurant GST compliance. Kangra tea exporters need LUT filing for GI-tagged tea exports. Tibetan handicraft exporters require LUT compliance.
Mirzapur,Uttar Pradesh,IN-UP,mirzapur,"CGST Commissionerate, Varanasi",Lucknow Zone,Carpet Weaving Area|Chunar Fort Area|Lalganj|Madhopur Industrial Area|NH-19 Corridor,Carpet and durrie weaving (Mirzapur carpet belt)|Brassware|Stone quarrying (Chunar sandstone)|Agro-processing|Tourism (Vindhyavasini temple),"UP's carpet capital — Mirzapur is one of India's largest carpet and durrie weaving hubs, known globally for its hand-knotted and hand-tufted carpets and rugs exported worldwide.",Varanasi|Allahabad|Sonbhadra|Robertsganj,"Mirzapur (ROC Kanpur) sees incorporation in carpet manufacturers, exporters, brass manufacturers, and stone processors.",Mirzapur's carpet exporters need LUT filing and IGST refund management. Handmade carpet weaving businesses apply specific textile GST provisions. Stone quarrying involves mineral extraction GST compliance.
